 demo                     
  SWAT+ 2024-08-27        MODULAR Rev 2024.61.0.1-33-g68b1328                   
  
                                                                            --YIELD (kg/ha)--
  jday   mon   day    yr    unit PLANTNM                         MASS          C           N           P
   365    12    31  2010       6    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2010       7    corn                        0.000       0.000       0.000       0.000
   365    12    31  2010       7    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2010       8    corn                        0.000       0.000       0.000       0.000
   365    12    31  2010       8    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2010       9    corn                        0.000       0.000       0.000       0.000
   365    12    31  2010       9    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2010      10    corn                        0.000       0.000       0.000       0.000
   365    12    31  2010      10    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2010      11    corn                        0.000       0.000       0.000       0.000
   365    12    31  2010      11    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2010      12    corn                        0.000       0.000       0.000       0.000
   365    12    31  2010      12    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2011       1    corn                        0.000       0.000       0.000       0.000
   365    12    31  2011       1    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2011       2    corn                        0.000       0.000       0.000       0.000
   365    12    31  2011       2    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2011       3    corn                        0.000       0.000       0.000       0.000
   365    12    31  2011       3    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2011       4    corn                        0.000       0.000       0.000       0.000
   365    12    31  2011       4    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2011       5    corn                        0.000       0.000       0.000       0.000
   365    12    31  2011       5    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2011       6    corn                        0.000       0.000       0.000       0.000
   365    12    31  2011       6    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2011       7    corn                        0.000       0.000       0.000       0.000
   365    12    31  2011       7    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2011       8    corn                        0.000       0.000       0.000       0.000
   365    12    31  2011       8    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2011       9    corn                        0.000       0.000       0.000       0.000
   365    12    31  2011       9    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2011      10    corn                        0.000       0.000       0.000       0.000
   365    12    31  2011      10    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2011      11    corn                        0.000       0.000       0.000       0.000
   365    12    31  2011      11    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2011      12    corn                        0.000       0.000       0.000       0.000
   365    12    31  2011      12    soyb                        0.000       0.000       0.000       0.000
   366    12    31  2012       1    corn                        0.000       0.000       0.000       0.000
   366    12    31  2012       1    soyb                        0.000       0.000       0.000       0.000
   366    12    31  2012       2    corn                        0.000       0.000       0.000       0.000
   366    12    31  2012       2    soyb                        0.000       0.000       0.000       0.000
   366    12    31  2012       3    corn                        0.000       0.000       0.000       0.000
   366    12    31  2012       3    soyb                        0.000       0.000       0.000       0.000
   366    12    31  2012       4    corn                        0.000       0.000       0.000       0.000
   366    12    31  2012       4    soyb                        0.000       0.000       0.000       0.000
   366    12    31  2012       5    corn                        0.000       0.000       0.000       0.000
   366    12    31  2012       5    soyb                        0.000       0.000       0.000       0.000
   366    12    31  2012       6    corn                        0.000       0.000       0.000       0.000
   366    12    31  2012       6    soyb                        0.000       0.000       0.000       0.000
   366    12    31  2012       7    corn                        0.000       0.000       0.000       0.000
   366    12    31  2012       7    soyb                        0.000       0.000       0.000       0.000
   366    12    31  2012       8    corn                        0.000       0.000       0.000       0.000
   366    12    31  2012       8    soyb                        0.000       0.000       0.000       0.000
   366    12    31  2012       9    corn                        0.000       0.000       0.000       0.000
   366    12    31  2012       9    soyb                        0.000       0.000       0.000       0.000
   366    12    31  2012      10    corn                        0.000       0.000       0.000       0.000
   366    12    31  2012      10    soyb                        0.000       0.000       0.000       0.000
   366    12    31  2012      11    corn                        0.000       0.000       0.000       0.000
   366    12    31  2012      11    soyb                        0.000       0.000       0.000       0.000
   366    12    31  2012      12    corn                        0.000       0.000       0.000       0.000
   366    12    31  2012      12    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2013       1    corn                        0.000       0.000       0.000       0.000
   365    12    31  2013       1    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2013       2    corn                        0.000       0.000       0.000       0.000
   365    12    31  2013       2    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2013       3    corn                        0.000       0.000       0.000       0.000
   365    12    31  2013       3    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2013       4    corn                        0.000       0.000       0.000       0.000
   365    12    31  2013       4    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2013       5    corn                        0.000       0.000       0.000       0.000
   365    12    31  2013       5    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2013       6    corn                        0.000       0.000       0.000       0.000
   365    12    31  2013       6    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2013       7    corn                        0.000       0.000       0.000       0.000
   365    12    31  2013       7    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2013       8    corn                        0.000       0.000       0.000       0.000
   365    12    31  2013       8    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2013       9    corn                        0.000       0.000       0.000       0.000
   365    12    31  2013       9    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2013      10    corn                        0.000       0.000       0.000       0.000
   365    12    31  2013      10    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2013      11    corn                        0.000       0.000       0.000       0.000
   365    12    31  2013      11    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2013      12    corn                        0.000       0.000       0.000       0.000
   365    12    31  2013      12    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2014       1    corn                        0.000       0.000       0.000       0.000
   365    12    31  2014       1    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2014       2    corn                        0.000       0.000       0.000       0.000
   365    12    31  2014       2    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2014       3    corn                        0.000       0.000       0.000       0.000
   365    12    31  2014       3    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2014       4    corn                        0.000       0.000       0.000       0.000
   365    12    31  2014       4    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2014       5    corn                        0.000       0.000       0.000       0.000
   365    12    31  2014       5    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2014       6    corn                        0.000       0.000       0.000       0.000
   365    12    31  2014       6    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2014       7    corn                        0.000       0.000       0.000       0.000
   365    12    31  2014       7    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2014       8    corn                        0.000       0.000       0.000       0.000
   365    12    31  2014       8    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2014       9    corn                        0.000       0.000       0.000       0.000
   365    12    31  2014       9    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2014      10    corn                        0.000       0.000       0.000       0.000
   365    12    31  2014      10    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2014      11    corn                        0.000       0.000       0.000       0.000
   365    12    31  2014      11    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2014      12    corn                        0.000       0.000       0.000       0.000
   365    12    31  2014      12    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2015       1    corn                        0.000       0.000       0.000       0.000
   365    12    31  2015       1    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2015       2    corn                        0.000       0.000       0.000       0.000
   365    12    31  2015       2    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2015       3    corn                        0.000       0.000       0.000       0.000
   365    12    31  2015       3    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2015       4    corn                        0.000       0.000       0.000       0.000
   365    12    31  2015       4    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2015       5    corn                        0.000       0.000       0.000       0.000
   365    12    31  2015       5    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2015       6    corn                        0.000       0.000       0.000       0.000
   365    12    31  2015       6    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2015       7    corn                        0.000       0.000       0.000       0.000
   365    12    31  2015       7    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2015       8    corn                        0.000       0.000       0.000       0.000
   365    12    31  2015       8    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2015       9    corn                        0.000       0.000       0.000       0.000
   365    12    31  2015       9    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2015      10    corn                        0.000       0.000       0.000       0.000
   365    12    31  2015      10    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2015      11    corn                        0.000       0.000       0.000       0.000
   365    12    31  2015      11    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2015      12    corn                        0.000       0.000       0.000       0.000
   365    12    31  2015      12    soyb                        0.000       0.000       0.000       0.000
   366    12    31  2016       1    corn                        0.000       0.000       0.000       0.000
   366    12    31  2016       1    soyb                        0.000       0.000       0.000       0.000
   366    12    31  2016       2    corn                        0.000       0.000       0.000       0.000
   366    12    31  2016       2    soyb                        0.000       0.000       0.000       0.000
   366    12    31  2016       3    corn                        0.000       0.000       0.000       0.000
   366    12    31  2016       3    soyb                        0.000       0.000       0.000       0.000
   366    12    31  2016       4    corn                        0.000       0.000       0.000       0.000
   366    12    31  2016       4    soyb                        0.000       0.000       0.000       0.000
   366    12    31  2016       5    corn                        0.000       0.000       0.000       0.000
   366    12    31  2016       5    soyb                        0.000       0.000       0.000       0.000
   366    12    31  2016       6    corn                        0.000       0.000       0.000       0.000
   366    12    31  2016       6    soyb                        0.000       0.000       0.000       0.000
   366    12    31  2016       7    corn                        0.000       0.000       0.000       0.000
   366    12    31  2016       7    soyb                        0.000       0.000       0.000       0.000
   366    12    31  2016       8    corn                        0.000       0.000       0.000       0.000
   366    12    31  2016       8    soyb                        0.000       0.000       0.000       0.000
   366    12    31  2016       9    corn                        0.000       0.000       0.000       0.000
   366    12    31  2016       9    soyb                        0.000       0.000       0.000       0.000
   366    12    31  2016      10    corn                        0.000       0.000       0.000       0.000
   366    12    31  2016      10    soyb                        0.000       0.000       0.000       0.000
   366    12    31  2016      11    corn                        0.000       0.000       0.000       0.000
   366    12    31  2016      11    soyb                        0.000       0.000       0.000       0.000
   366    12    31  2016      12    corn                        0.000       0.000       0.000       0.000
   366    12    31  2016      12    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2017       1    corn                        0.000       0.000       0.000       0.000
   365    12    31  2017       1    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2017       2    corn                        0.000       0.000       0.000       0.000
   365    12    31  2017       2    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2017       3    corn                        0.000       0.000       0.000       0.000
   365    12    31  2017       3    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2017       4    corn                        0.000       0.000       0.000       0.000
   365    12    31  2017       4    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2017       5    corn                        0.000       0.000       0.000       0.000
   365    12    31  2017       5    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2017       6    corn                        0.000       0.000       0.000       0.000
   365    12    31  2017       6    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2017       7    corn                        0.000       0.000       0.000       0.000
   365    12    31  2017       7    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2017       8    corn                        0.000       0.000       0.000       0.000
   365    12    31  2017       8    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2017       9    corn                        0.000       0.000       0.000       0.000
   365    12    31  2017       9    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2017      10    corn                        0.000       0.000       0.000       0.000
   365    12    31  2017      10    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2017      11    corn                        0.000       0.000       0.000       0.000
   365    12    31  2017      11    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2017      12    corn                        0.000       0.000       0.000       0.000
   365    12    31  2017      12    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2018       1    corn                        0.000       0.000       0.000       0.000
   365    12    31  2018       1    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2018       2    corn                        0.000       0.000       0.000       0.000
   365    12    31  2018       2    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2018       3    corn                        0.000       0.000       0.000       0.000
   365    12    31  2018       3    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2018       4    corn                        0.000       0.000       0.000       0.000
   365    12    31  2018       4    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2018       5    corn                        0.000       0.000       0.000       0.000
   365    12    31  2018       5    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2018       6    corn                        0.000       0.000       0.000       0.000
   365    12    31  2018       6    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2018       7    corn                        0.000       0.000       0.000       0.000
   365    12    31  2018       7    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2018       8    corn                        0.000       0.000       0.000       0.000
   365    12    31  2018       8    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2018       9    corn                        0.000       0.000       0.000       0.000
   365    12    31  2018       9    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2018      10    corn                        0.000       0.000       0.000       0.000
   365    12    31  2018      10    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2018      11    corn                        0.000       0.000       0.000       0.000
   365    12    31  2018      11    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2018      12    corn                        0.000       0.000       0.000       0.000
   365    12    31  2018      12    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2019       1    corn                        0.000       0.000       0.000       0.000
   365    12    31  2019       1    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2019       2    corn                        0.000       0.000       0.000       0.000
   365    12    31  2019       2    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2019       3    corn                        0.000       0.000       0.000       0.000
   365    12    31  2019       3    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2019       4    corn                        0.000       0.000       0.000       0.000
   365    12    31  2019       4    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2019       5    corn                        0.000       0.000       0.000       0.000
   365    12    31  2019       5    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2019       6    corn                        0.000       0.000       0.000       0.000
   365    12    31  2019       6    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2019       7    corn                        0.000       0.000       0.000       0.000
   365    12    31  2019       7    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2019       8    corn                        0.000       0.000       0.000       0.000
   365    12    31  2019       8    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2019       9    corn                        0.000       0.000       0.000       0.000
   365    12    31  2019       9    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2019      10    corn                        0.000       0.000       0.000       0.000
   365    12    31  2019      10    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2019      11    corn                        0.000       0.000       0.000       0.000
   365    12    31  2019      11    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2019      12    corn                        0.000       0.000       0.000       0.000
   365    12    31  2019      12    soyb                        0.000       0.000       0.000       0.000
   366    12    31  2020       1    corn                        0.000       0.000       0.000       0.000
   366    12    31  2020       1    soyb                        0.000       0.000       0.000       0.000
   366    12    31  2020       2    corn                        0.000       0.000       0.000       0.000
   366    12    31  2020       2    soyb                        0.000       0.000       0.000       0.000
   366    12    31  2020       3    corn                        0.000       0.000       0.000       0.000
   366    12    31  2020       3    soyb                        0.000       0.000       0.000       0.000
   366    12    31  2020       4    corn                        0.000       0.000       0.000       0.000
   366    12    31  2020       4    soyb                        0.000       0.000       0.000       0.000
   366    12    31  2020       5    corn                        0.000       0.000       0.000       0.000
   366    12    31  2020       5    soyb                        0.000       0.000       0.000       0.000
   366    12    31  2020       6    corn                        0.000       0.000       0.000       0.000
   366    12    31  2020       6    soyb                        0.000       0.000       0.000       0.000
   366    12    31  2020       7    corn                        0.000       0.000       0.000       0.000
   366    12    31  2020       7    soyb                        0.000       0.000       0.000       0.000
   366    12    31  2020       8    corn                        0.000       0.000       0.000       0.000
   366    12    31  2020       8    soyb                        0.000       0.000       0.000       0.000
   366    12    31  2020       9    corn                        0.000       0.000       0.000       0.000
   366    12    31  2020       9    soyb                        0.000       0.000       0.000       0.000
   366    12    31  2020      10    corn                        0.000       0.000       0.000       0.000
   366    12    31  2020      10    soyb                        0.000       0.000       0.000       0.000
   366    12    31  2020      11    corn                        0.000       0.000       0.000       0.000
   366    12    31  2020      11    soyb                        0.000       0.000       0.000       0.000
   366    12    31  2020      12    corn                        0.000       0.000       0.000       0.000
   366    12    31  2020      12    soyb                        0.000       0.000       0.000       0.000
